Figure 1.1.1. Chinese Equity Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. A-Share Price/Earnings Ratios,,,,,,,,,2. China: Equity Market Valuations Relative to Peers,,,,,3. China: Outstanding Amount of Margin Lending for Equities,,,,,4. Liquidity of Securities Firms,,,,,,,,,,5. Securities Firms’ Leverage,,,,,,,,,,,,,,,6. Trading Status of All A-Shares,,,,
   (Distribution; percent),,,,,,,,,    (Percent premium over peers),,,,,,,,,,    (Cash as a percentage of short-term debt),,,,,,,,,,    (Total common equity as a percentage of assets),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,<0,0-10,42328,20-50,50-100,100-200,>200,,,,Emerging markets,Advanced economies,,,"Balance of margin purchase and short sale (billion renminbi, left scale)","Margin purchases (percent of total free-float market capitalization, right scale)",,,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,,,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,,,Suspended,Limit-up,Limit-down,Other traded A-shares
3/20/2014,13.31,5.14,14.18,33.71,18.09,9.2,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2014,13.23,4.74,14.06,33.43,18.69,9.24,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2014,13.19,4.62,13.82,33.86,18.69,9.36,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2014,12.95,4.54,13.78,34.14,18.61,9.28,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2014,12.75,4.66,13.55,34.14,18.8,9.24,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2014,12.63,4.66,14.14,34.22,18.21,9.48,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2014,12.27,4.74,14.58,35.14,17.41,9.24,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2014,12.11,5.38,14.66,34.9,16.93,9.16,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2014,12.11,5.22,14.5,34.58,17.41,9.2,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2014,12.07,5.06,14.7,34.78,17.29,9.12,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2014,12.07,5.14,14.5,34.66,17.45,9.16,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2014,12.03,5.06,14.26,34.34,17.73,9.44,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2014,12.03,5.06,14.26,34.34,17.73,9.44,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2014,11.99,4.82,13.9,34.42,18.33,9.36,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2014,11.87,4.7,13.78,34.18,18.61,9.52,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2014,11.95,4.5,13.86,34.22,18.65,9.52,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2014,11.99,4.58,13.98,34.26,18.45,9.48,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2014,11.99,4.5,13.82,33.98,18.92,9.36,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2014,11.63,4.66,14.14,33.75,18.88,9.4,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2014,11.51,4.62,14.14,33.75,19.08,9.36,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2014,11.51,4.9,13.86,33.78,19.08,9.4,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2014,11.31,4.9,13.82,33.67,19.24,9.48,7.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2014,11.31,5.02,14.38,33.63,18.76,9.48,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2014,11.47,5.18,14.18,34.42,18.09,9.36,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2014,11.51,5.1,14.18,34.66,17.89,9.36,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2014,11.47,5.22,14.62,34.5,17.73,9.32,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2014,11.31,5.46,15.18,34.7,17.33,8.88,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2014,11.24,5.74,16.1,35.02,16.53,8.45,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2014,11.75,5.58,15.9,34.78,17.01,8.33,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2014,11.79,5.5,15.46,35.02,16.97,8.61,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2014,11.79,5.5,15.46,35.02,16.97,8.61,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2014,11.79,5.5,15.46,35.02,16.97,8.61,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2014,11.79,5.5,15.18,34.78,17.33,8.73,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2014,11.79,5.42,15.14,34.62,17.33,8.88,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2014,11.79,5.66,15.5,34.62,16.93,8.8,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2014,11.79,5.7,15.42,34.66,16.89,8.84,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2014,11.79,5.86,15.5,34.62,17.01,8.57,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2014,11.79,5.46,15.06,34.78,17.33,8.88,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2014,11.79,5.46,15.22,34.5,17.41,8.8,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2014,11.79,5.42,15.42,34.42,17.41,8.8,6.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2014,11.79,5.9,15.38,34.9,16.69,8.61,6.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2014,11.79,5.9,15.34,34.82,16.89,8.57,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2014,11.79,5.82,15.66,34.82,16.65,8.61,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2014,11.79,5.98,15.38,34.7,16.81,8.57,6.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2014,11.79,5.78,15.38,34.58,17.09,8.53,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2014,11.79,5.82,15.58,34.3,17.21,8.45,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2014,11.79,5.66,15.46,34.06,17.45,8.69,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2014,11.79,5.54,15.18,34.26,17.45,8.73,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2014,11.75,5.58,15.26,34.34,17.25,8.8,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2014,11.75,5.5,15.3,33.75,17.57,9.08,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2014,11.75,5.74,15.42,33.78,17.49,8.8,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/2014,11.75,5.66,15.5,33.67,17.49,8.76,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2014,11.75,5.66,15.5,33.67,17.49,8.76,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2014,11.75,5.7,15.42,33.86,17.45,8.76,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2014,11.75,5.9,15.3,34.02,17.41,8.65,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2014,11.75,5.74,15.14,33.86,17.65,8.8,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2014,11.75,5.86,15.02,33.86,17.61,8.84,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2014,11.75,5.94,15.02,34.14,17.17,9,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2014,11.75,5.66,15.02,33.9,17.49,9.12,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2014,11.75,5.58,15.06,33.59,17.65,9.2,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2014,11.75,5.66,14.9,33.67,17.73,9.12,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2014,11.75,5.46,14.78,33.63,18.05,8.96,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2014,11.75,5.38,14.82,33.35,18.17,9.16,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2014,11.75,5.54,14.98,33.31,17.97,9.2,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2014,11.75,5.66,15.02,33.47,17.85,9.2,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2014,11.75,6.02,15.54,33.51,17.41,8.96,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2014,11.75,5.94,15.34,33.27,17.81,8.96,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2014,11.75,5.86,14.98,33.35,17.85,9.2,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2014,11.75,5.98,14.7,33.15,18.13,9.2,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2014,11.75,5.98,14.74,33.19,17.97,9.28,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2014,11.75,5.9,14.3,33.15,18.25,9.24,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2014,11.74,5.73,14.25,33.11,18.46,9.19,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2014,11.66,5.89,14.29,33.15,17.67,9.79,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2014,11.65,5.81,14.28,33.02,17.9,9.63,7.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2014,11.69,5.69,14.23,32.92,18.17,9.5,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2014,11.68,5.68,14.06,32.88,18.51,9.33,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2014,11.67,5.72,14.01,33.11,18.22,9.33,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2014,11.67,5.56,14.21,33.23,17.98,9.41,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2014,11.67,5.6,13.97,32.87,18.42,9.45,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2014,11.67,5.88,13.97,33.19,17.82,9.45,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2014,11.67,5.72,14.09,33.15,17.75,9.57,8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2014,11.67,5.6,14.01,33.23,17.94,9.49,8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2014,11.67,5.52,13.82,33.19,18.14,9.49,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2014,11.67,5.48,13.93,33.35,17.98,9.49,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2014,11.67,5.4,14.13,33.55,18.06,9.21,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2014,11.67,5.44,14.21,33.62,17.94,9.17,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2014,11.67,5.44,14.25,33.66,17.86,9.09,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2014,11.67,5.4,14.37,33.65,17.98,9.05,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2014,11.67,5.2,14.17,33.73,18.1,9.01,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2014,11.67,5.52,14.05,33.93,17.82,9.17,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2014,11.67,5.2,14.44,33.97,17.9,9.01,7.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2014,11.63,5.2,13.93,34.21,18.1,9.05,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2014,11.59,4.92,13.97,34.13,17.9,9.4,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2014,11.59,4.92,13.57,34.09,18.06,9.64,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2014,11.63,4.88,13.33,34.09,18.29,9.68,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2014,11.63,4.84,13.25,33.97,18.33,9.72,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2014,11.69,4.84,13.48,34.17,18.19,9.59,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2014,11.67,4.67,13.01,34.41,18.39,9.61,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2014,11.79,4.63,12.86,34.1,18.59,9.89,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2014,11.74,4.74,12.53,34.08,18.78,9.96,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2014,11.74,4.86,13.05,33.69,18.78,9.73,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2014,11.82,4.78,12.81,33.69,18.98,9.77,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2014,11.82,4.66,12.41,33.99,19.01,9.8,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2014,11.82,4.58,12.45,33.99,18.89,9.96,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2014,11.94,4.58,12.45,33.79,18.89,10.04,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2014,11.94,4.7,12.53,33.68,18.77,10.24,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2014,11.98,4.58,12.29,33.56,19.13,10.16,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2014,12.06,4.47,11.94,33.72,19.21,10.12,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2014,12.17,4.51,11.9,33.44,19.21,10.4,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2014,12.29,4.35,12.02,33.24,19.37,10.43,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2014,12.37,4.39,12.17,33.08,19.29,10.36,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2014,12.45,4.35,12.09,32.96,19.49,10.32,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2014,12.56,4.27,12.13,33.39,19.16,10.23,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2014,12.64,4.58,12.6,33.25,19,9.87,8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2014,12.8,4.62,12.44,33.02,19.19,9.79,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2014,13.15,4.7,12.64,32.86,19,9.72,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2014,13.35,4.5,12.48,32.94,19.12,9.68,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2014,13.35,4.42,11.97,32.86,19.59,9.68,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2014,13.35,4.27,11.89,32.7,19.63,9.87,8.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2014,13.35,4.23,11.65,32.74,19.75,9.91,8.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014,13.35,4.19,11.53,32.58,19.83,9.99,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014,13.35,4.19,11.45,32.5,19.79,10.19,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2014,13.34,4.18,11.45,32.53,19.78,10.19,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2014,13.34,4.22,11.37,32.21,20.21,9.99,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2014,13.38,4.1,11.44,32.04,20.21,10.14,8.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2014,13.36,4.18,11.35,31.95,20.41,10.01,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2014,13.36,4.06,11.27,31.84,20.33,10.36,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2014,13.35,3.94,11.18,31.5,20.75,10.24,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2014,13.35,4.21,11.54,32.2,20.08,10.04,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2014,13.35,4.13,11.54,31.89,20.39,10.08,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2014,13.35,4.06,11.54,31.89,20.16,10.2,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2014,13.35,4.09,11.18,31.61,20.47,10.35,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2014,13.35,4.13,11.18,32.13,20,10.43,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2014,13.35,4.06,11.06,31.77,20.28,10.59,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2014,13.35,3.82,11.02,31.5,20.59,10.71,9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2014,13.35,3.82,11.02,31.61,20.35,10.75,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2014,13.35,3.74,10.98,31.73,20.24,10.79,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014,13.34,3.66,10.94,31.21,20.74,10.82,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2014,13.26,3.74,10.74,30.92,21.28,10.5,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2014,13.25,3.74,10.74,30.95,21.27,10.5,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2014,13.25,3.74,10.74,30.95,21.27,10.5,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2014,13.25,3.74,10.74,30.95,21.27,10.5,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2014,13.25,3.74,10.74,30.95,21.27,10.5,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2014,13.25,3.74,10.74,30.95,21.27,10.5,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2014,13.25,3.62,10.54,30.59,21.75,10.7,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2014,13.25,3.62,10.38,30.95,21.23,11.05,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2014,13.27,3.65,10.64,30.65,21.62,10.71,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2014,13.24,3.57,10.54,31.03,21.51,10.58,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2014,13.24,3.64,10.5,31.26,21.27,10.61,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2014,13.2,3.64,10.3,31.26,21.39,10.61,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2014,13.19,3.72,10.49,31.44,20.99,10.81,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2014,13.19,3.76,10.88,31.44,20.95,10.42,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2014,13.19,3.72,10.65,31.13,21.22,10.65,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2014,13.39,3.64,10.77,31.52,20.79,10.65,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2014,13.35,3.72,11,31.44,20.63,10.73,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2014,13.39,3.92,11.35,31.48,20.6,10.45,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2014,13.47,3.88,11.24,31.64,20.52,10.57,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2014,13.43,3.92,10.85,31.75,20.6,10.65,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2014,13.59,3.68,10.65,31.32,20.71,11,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2014,13.98,3.56,10.57,31.05,20.91,10.92,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2014,14.17,3.56,10.57,31.25,20.91,10.85,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2014,14.51,3.6,10.4,31.44,21.12,10.48,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2014,14.5,3.48,10.32,31.39,20.99,10.75,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2014,14.5,3.48,10.4,31.55,20.95,10.63,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014,14.49,3.48,10.39,31.63,21.12,10.58,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2014,14.52,3.4,10.34,31.34,21.23,10.81,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2014,14.51,3.43,10.57,31.14,21.54,10.53,8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2014,14.47,3.39,10.18,31.51,21.45,10.73,8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2014,14.47,3.47,10.57,31.98,21.02,10.53,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2014,14.46,3.31,10.57,31.42,21.44,10.64,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2014,14.46,3.39,10.49,32.16,21.21,10.1,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2014,14.46,3.39,10.49,32.32,21.05,10.14,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2014,14.46,3.31,10.53,31.93,21.17,10.41,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
