,0,1
934,천마점,경기도 남양주시 화도읍 멋갓로28번길 36
935,천북점,충청남도 보령시 천북면 하궁길 2
936,천안3점,충청남도 천안시동남구 봉정로 18
937,천안4점,충청남도 천안시동남구 오룡동 63-12
938,천안7단지점,"충청남도 천안시서북구 쌍용11길 57 109(쌍용동, 주공아파트 7단지상가)"
939,천안백석점,충청남도 천안시서북구 백석5길 23-1(백석동)
940,천안신당점,충청남도 천안시서북구 신당동 271-9
941,천안신방점,충청남도 천안시동남구 서부대로 피오레상가103 
942,천안청룡점,충청남도 천안시동남구  구성2길 1(구성동)
943,천왕점,서울특별시 구로구 천왕로 56 천왕이펜하우스3단지 상가 1층 102호
944,천천2점,경기도 수원시장안구 화서동 706 진흥@상가 105
945,천호점,"서울특별시 강동구 천중로18길 53, 1층 (천호동)"
946,철산2점,경기도 광명시 철산2동 156-1 1층
947,철산3점,"경기도 광명시 도덕공원로 21-1. 비02호(철산동,힐타운상가)"
948,첨단점,광주광역시 광산구 산월동 산월로 64
949,청당점,"충청남도 천안시동남구 청수10길 12, 101"
950,청도점,경상북도 청도군 청도읍 청화로 202-2
951,청라2점,인천광역시 서구 청라루비로 144번길 6-6
952,청라점,충청남도 보령시 청라면 당안길1
953,청량리점,"서울특별시 동대문구 왕산로 247, 1층(청량리동)"
954,청룡동점,서울특별시 관악구 청룡길 20
955,청림점,경상북도 포항시남구 청림동 588-2번지
956,청북신도시점,경기도 평택시 청북면 옥길리 1165-7
957,청북점,경기도 평택시 청북읍 신포길56
958,청양점,충청남도 청양군 청양읍 읍내리 203-40
959,청일점,강원도 횡성군 청일면 유동로 18
960,청주용암점,충청북도 청주시상당구 무농정로3번길 36(용암동)
961,청천2점,인천광역시 부평구 청천2동 11-35
962,청풍점,"충청북도 제천시 청풍면 청풍호로58번길, 10-16"
963,초가점,경기도 포천시 소흘읍 검바위길 84
964,초계점,경상남도 합천군 초계면 초계리 89-1
965,초원점,충청남도 아산시 좌부동 84 초원상가 103
966,초월점,경기도 광주시 초월읍 경춘대로 1043
967,초지1점,경기도 안산시단원구 초지동 734-5 한양타워 114호
968,총신대점,서울특별시 동작구 사당5동 213-7
969,추풍령점,충청북도 영동군 추풍령면 신안로 52-1
970,축산점,경상북도 영덕군 축산면 축산리 86-18
971,춘천명동점,강원도 춘천시 금강로76번길 (조양동)
972,춘천터미널점,강원도 춘천시 공지로 458(근화동)
973,춘천팔호광장점,강원도 춘천시 효자로 154(효자동)
974,충남덕산점,충청남도 예산군 덕산면 읍내리 342-1
975,충청지사,   
976,충효점,경상북도 경주시 충효중앙길 65(충효동)
977,칠곡2점,대구광역시 북구 구암동 674-4
978,칠금점,"충청북도 충주시 금릉로 45, 109(칠금동, 현대아파트상가동)"
979,칠보점,경기도 수원시권선구 금호로 2 1층 102호
980,칠성점,"대구광역시 북구 칠성로15길  8, 1층"
981,침산점,대구광역시 북구 침산동 1466-1
982,탄방점,대전광역시 서구 탄방동 804
983,탄현점,경기도 고양시일산서구 탄현로 74
984,탕정점,충청남도 아산시 탕정면 탕정면로 230-11
985,태백점,강원도 태백시 먹거리길  66
986,태백주공점,강원도 태백시 감천로 28(황지동)
987,태안점,충청남도 태안군 태안읍 시장2길 42
988,태장점,강원도 원주시 북원로 2696(태장동)
989,태전동점,경기도 광주시 태봉로 31-3 105호(태전동)
990,태전점,대구광역시 북구 태전동 162-30
991,"태평1,3동점","경기도 성남시수정구 남문로 14, 1층 일부호 (태평동)"
992,"태평2,4동점","경기도 성남시수정구 남문로102번길 1(태평동, 1층)"
993,태평2점,대전광역시 중구 태평동 334-7
994,태평상가점,"인천광역시 계양구 계산4동 1085-2, 3 태평@상가 114"
995,테크노점,충청북도 청주시흥덕구 송절동 822
996,테크노점(대구),대구광역시 달성군 유가면 테크노상업로 98
997,테크노점(아산),충청남도 아산시 둔포면 석곡리 1520 아산테크노빌딩 102
998,토곡점,부산광역시 연제구 연산동 410-2
999,통영1점,"경상남도 통영시 중앙로 255 106호(북신동,동우상가)"
1000,통영2점,경상남도 통영시 도천동 1021-1 영생상가나동 111호
1001,퇴계동점,"강원도 춘천시 행촌로32번길  5-6, 1층"
1002,퇴계원점,경기도 남양주시 퇴계원면 경춘북로 520번길 4
1003,퇴계주공점,강원도 춘천시 지석로 74-11 A13(퇴계동)
1004,퇴촌점,경기도 광주시 퇴촌면 광동로 97
1005,파동점,대구광역시 수성구 파동 199-22 1층
1006,파인힐(공단점),경기도 시흥시 마유로 226 120호
1007,파장2점,"경기도 수원시장안구 파장천로 44번 88, 1층(파장동)"
1008,파장점,경기도 수원시장안구 파장로 79(정자동)
1009,판암2점,대전광역시 동구 판암동 234 6단지상가 101
1010,팽성점,"경기도 평택시 팽성읍 안정쇼핑로 77-2, 12"
1011,평거점,경상남도 진주시 진양호로 187
1012,평내점,경기도 남양주시 경춘로 1302
1013,평리점,대구광역시 서구 평리동 618-1
1014,평원점,강원도 원주시 평원로 67(평원동)
1015,평창점(강원),강원도 평창군 평창읍 평창중앙로 84
1016,평촌3점,경기도 안양시동안구 관양동 1589-1 한가람상가 103호
1017,평촌5점,"경기도 안양시동안구 동안로 2.109(호계동,무궁화진흥아파트상가)"
1018,평택1점,"경기도 평택시 중앙로 19(통복동, 2층)"
1019,평택지산점,경기도 평택시 지산동 1130
1020,포남동점,강원도 강릉시  강릉대로527번 15
1021,포남로얄점,강원도 강릉시  경강로 2265(포남동)
1022,포도원점,경기도 안양시동안구 호계동 859-13
1023,포승점,경기도 평택시 포승읍 석정리 1257-13 1층 3
1024,포천점,경기도 포천시 중앙로 184
1025,포항이동점,경상북도 포항시남구 대잠동 469-3
1026,포항장성점,경상북도 포항시북구 성실로 24-1
1027,포항터미널점,경상북도 포항시남구 중섬로 25(대잠동)
1028,풍납점,서울특별시 송파구 풍성로 24(풍납동)
1029,풍동식사점,경기도 고양시일산동구 숲속마을2로 100
1030,풍무2점,"경기도 김포시 풍무로 51, 101(풍무동)"
1031,풍산마실점,"경기도 하남시 미사강변한강로334번안길 13, 1층 (망월동)"
1032,하남신도시점,경기도 하남시 신장2동 528 현대A 116-115
1033,하늘도시점,인천광역시 중구 중산동 1885-11
1034,하당동아점,전라남도 목포시 신흥로45번길 2 상가112호
1035,하당부영점,전라남도 목포시 삼향천로91번길 26(옥암동)
1036,하대원점,"경기도 성남시중원구 마지로155번길 25-7(하대원동,1층)"
1037,하동점,경상남도 하동군 하동읍 읍내리 1283-2
1038,하북점,경기도 평택시 진위면 하북4길 3
1039,하성점,경기도 김포시 하성면 애기봉로806번길 67
1040,하소동점,충청북도 제천시 용두대로21길 9(하소동)
1041,하안1점,"경기도 광명시 안현로 19(하안동, 단지상가 111호)"
1042,하안5점,경기도 광명시 하안1동 702-2 5단지 일반상가 109
1043,하안7점,경기도 광명시 하안3동 295-1 주공7단지 종합상가 106
1044,하안9점,경기도 광명시 하안동 13-2 9단지 종합상가 101
1045,학다리점,강원도 홍천군  홍천읍 꽃뫼로 120
1046,학성점,강원도 원주시 천사로 164(일산동)
1047,학익점,인천광역시 미추홀구 한나루로 425  1층
1048,학장점,부산광역시 사상구 학감대로 129
1049,학하.한밭대점,대전광역시 유성구 학하남로19번길 16(계산동)
1050,한대역점,"경기도 안산시상록구 사동 1186-8, 101호"
1051,한림점,제주특별자치도 제주시 한림읍 한림중앙로 3-1
1052,한솔새롬점,세종특별자치시  새롬북로 13
1053,한솔점,"경기도 성남시분당구 정자로 113, 한솔마을5단지상가101호(정자동)"
1054,한신점,인천광역시 서구 서곶로 12 한신종합상가 208호
1055,한아름점,경기도 부천시원미구 상동 393
1056,한주점,경기도 의정부시 평화로322번길 18(호원동)
1057,함덕점,제주특별자치도 제주시 초천읍 평사길 4-3
1058,함백점,강원도 정선군 신동읍 함백로 319
1059,함양점,경상남도 함양군 함양읍 용평리 702-12
1060,함평점,전라남도 함평군 함평읍 광남길 83
1061,합덕점,충청남도 당진시 합덕읍 합덕시장로 176
1062,합정동점,서울특별시 마포구 포은로 52(합정동)
1063,합포점,경상남도 창원시마산합포구 장군동4가 24-6
1064,해남점,전라남도 해남군 해남읍 중앙1로 98
1065,해미점,충청남도 서산시 해미면 남문5로 4
1066,해방촌점,서울특별시 용산구 용산동2가 1-46
1067,해운대점,부산광역시 해운대구 우동 541-5 해운대비치오피스텔 101
1068,해운대좌동주공2,부산광역시 해운대구 좌동순환로 118 주공2단지 분산상가 나-105
1069,행당동점,"서울특별시 성동구 행당로 119 (행당동,1층)"
1070,향남점,경기도 화성시 향남읍 행정리 472-2 
1071,혁신점,강원도 원주시 건강로 17-3 (101)
1072,혁신점(충북),충청북도 진천군 덕산읍 두촌리 2463
1073,현대점(수원),경기도 수원시권선구 세지로82번길 37(권선동)
1074,현리점,"경기도 가평군 조종면 현창로 50, 1층"
1075,호계매곡점,울산광역시 북구 호계동 255-9
1076,호계사거리점,"경기도 안양시동안구 경수대로507번 13, 상가동 101호 (호계동,정화연립)"
1077,호성점,전라북도 전주시덕진구 호성동 2길 9
1078,호원점,경기도 의정부시 신흥로 119번길 54
1079,홍도점,대전광역시 동구 홍도동 72-32
1080,홍성2점,충청남도 홍성군 홍성읍 조양로 190
1081,홍성주공점,충청남도 홍성군 홍성읍 문화로72번길 92
1082,홍은1점,서울특별시 서대문구 홍은2동 9-56 1층
1083,홍은동점,서울특별시 서대문구 홍은동 427-4
1084,홍익대점,"서울특별시 마포구 독막로22길 21, 1층101호(창전동)"
1085,홍익점,"경기도 안성시 금광면 종합운동장로 132, 홍익아파트상가 107"
1086,화곡1점,"서울특별시 강서구 월정로28길 24(화곡동, 1층)"
1087,화명점,부산광역시 북구 화명동 1417-6
1088,화봉.연암점,울산광역시 북구 송내1길 18(화봉동)
1089,화서점,경기도 수원시팔달구 팔달로127번길 16-4(화서동)
1090,화성마도점,경기도 화성시 마도면 석교로 171
1091,화성시청점,경기도 화성시 남양읍 역골로 3-20 
1092,화순점,전라남도 화순군 화순읍 광덕로 142
1093,화양동점,"서울특별시 광진구 능동로13길 70(화양동, 1층)"
1094,화원점,"대구광역시 달성군 화원읍 화원로2길, 27"
1095,화정점,광주광역시 서구 화정동 766-1
1096,환호점,경상북도 포항시북구 삼호로 458
1097,황간점,충청북도 영동군 황간면 남성리 558-1
1098,황성점,경상북도 경주시 용담로92번길 43-4
1099,황제점,대구광역시 서구 내당동 69-26
1100,회원교방점,경상남도 창원시마산회원구 회원남로 39-1
1101,횡성점,강원도 횡성군 횡성읍 태기로 35
1102,횡성중앙점,"강원도 횡성군 횡성읍 문정로19번길, 13-3"
1103,효가리점,"강원도 동해시 청운로 71(쇄운동, 104)"
1104,효돈점,제주특별자치도 서귀포시 하효동 142-1
1105,효성1점,인천광역시 계양구 효성2동 273-91 층
1106,효성2점,인천광역시 계양구 효성1동 31-4
1107,효성점,인천광역시 남동구 백범로247번길 93-26
1108,효자점(포항),경상북도 포항시남구 효자동 119-1
1109,후곡점,경기도 고양시일산서구 강선로 140
1110,후평2동점,강원도 춘천시 후만로 37
1111,후포점,경상북도 울진군 후포면 후포리 623-130
1112,훼미리점,"서울특별시 송파구 중대로 24(문정동, 훼미리상가125호)"
1113,휴먼시아점,"서울특별시 금천구 금하로1가길 28 (독산동,지상1층)"
1114,휴천점,경상북도 영주시 휴천2동 303-21
1115,흑석동점,서울특별시 동작구 흑석동 96-3
1116,흥업점,강원도 원주시 흥업면 남원로 82
1117,흥해점,경상북도 포항시북구 흠해흡 초곡지구로52번길 28-6
1118,흰돌점,경기도 고양시일산동구 일산로 11 
1119,CNTTEST,00 18 신사동 주소
